94,2025-07-17 21:58:15,30,47
95,2025-07-17 21:58:21,30,47
96,2025-07-17 21:58:26,30,47
97,2025-07-17 21:58:32,30,49
98,2025-07-17 21:58:37,30,49
99,2025-07-17 21:58:42,30,49
100,2025-07-17 21:58:48,30,51
101,2025-07-17 21:58:53,30,50
102,2025-07-17 21:58:59,30,51
103,2025-07-17 21:59:04,30,50
104,2025-07-17 21:59:10,30,48
105,2025-07-17 21:59:15,30,47
106,2025-07-17 21:59:20,30,47
107,2025-07-17 21:59:26,30,46
108,2025-07-17 21:59:31,30,46
109,2025-07-17 21:59:37,30,46
110,2025-07-17 21:59:42,30,46
111,2025-07-17 21:59:47,30,45
112,2025-07-17 21:59:53,30,45
113,2025-07-17 21:59:58,30,45
114,2025-07-17 22:00:04,30,45
115,2025-07-17 22:00:09,30,44
116,2025-07-17 22:00:15,30,44
117,2025-07-17 22:00:20,30,44
118,2025-07-17 22:00:25,30,44
119,2025-07-17 22:00:31,30,44
120,2025-07-17 22:00:36,30,44
121,2025-07-17 22:00:42,30,44
122,2025-07-17 22:00:47,30,44
123,2025-07-17 22:00:52,30,44
124,2025-07-17 22:00:58,30,43
125,2025-07-17 22:01:03,30,43
126,2025-07-17 22:01:09,30,43
127,2025-07-17 22:01:14,30,43
128,2025-07-17 22:01:19,30,43
129,2025-07-17 22:01:25,30,43
130,2025-07-17 22:01:30,30,43
131,2025-07-17 22:01:36,30,42
132,2025-07-17 22:01:41,30,42
133,2025-07-17 22:01:47,30,42
134,2025-07-17 22:01:52,30,42
135,2025-07-17 22:01:57,30,42
136,2025-07-17 22:02:03,29,42
137,2025-07-17 22:02:08,30,42
138,2025-07-17 22:02:14,29,43
139,2025-07-17 22:02:19,29,42
140,2025-07-17 22:02:24,30,42
141,2025-07-17 22:02:30,30,42
142,2025-07-17 22:02:35,29,42
143,2025-07-17 22:02:41,29,42
144,2025-07-17 22:02:46,30,41
145,2025-07-17 22:02:52,29,42
146,2025-07-17 22:02:57,29,42
147,2025-07-17 22:03:02,29,42
148,2025-07-17 22:03:08,29,42
149,2025-07-17 22:03:13,29,42
150,2025-07-17 22:03:19,29,42
151,2025-07-17 22:03:24,29,42
152,2025-07-17 22:03:29,29,42
153,2025-07-17 22:03:35,29,42
154,2025-07-17 22:03:40,29,42
155,2025-07-17 22:03:46,29,42
156,2025-07-17 22:03:51,29,42
157,2025-07-17 22:03:56,29,42
158,2025-07-17 22:04:02,29,42
159,2025-07-17 22:04:07,29,42
160,2025-07-17 22:04:13,29,42
161,2025-07-17 22:04:18,29,42
162,2025-07-17 22:04:24,29,42
163,2025-07-17 22:04:29,29,42
164,2025-07-17 22:04:34,29,42
165,2025-07-17 22:04:40,29,43
166,2025-07-17 22:04:45,29,43
167,2025-07-17 22:04:51,30,43
168,2025-07-17 22:04:56,29,43
169,2025-07-17 22:05:01,29,43
170,2025-07-17 22:05:07,29,43
171,2025-07-17 22:05:12,29,43
172,2025-07-17 22:05:18,29,43
173,2025-07-17 22:05:23,29,43
174,2025-07-17 22:05:29,29,43
175,2025-07-17 22:05:34,29,43
176,2025-07-17 22:05:39,29,44
177,2025-07-17 22:05:45,29,43
178,2025-07-17 22:05:50,29,43
179,2025-07-17 22:05:56,29,43
